Timestamp,Whats your X username?,Whats your discord username?,Do you follow jumpnads? (Jumpnads X),Are you in jumpnads server? ( Discord),Have you played Jumpnads game?,What do you like and what do you dislike about the game? ( only answer if you have played),What is the one feature you want to see in future jumpnads game updates?,Whats your wallet address ? ( Monad EVM)
5/14/2025 13:16:11,@Rishabhairdrop6,rishabhairdrop62,Yes,Yes,Yes,"I really like the smooth mechanics and how the game blends fun with a competitive spirit. The graphics are clean, and the challenges keep me engaged. However, I feel there could be more variety in gameplay modes and rewards to keep it fresh for regular players.",I'd love to see a leaderboard system with weekly rewards and maybe a multiplayer battle mode. It would add excitement and give players more reasons to come back daily.,0xE9183F1f05fE3fE774EF538fC5D3807Ee1241882
5/14/2025 13:18:25,Konstan74892267,Kostas07636,Yes,Yes,Yes,I like it it is a fun game,Jump higher,0xC9AC69ae15798368CC717EACdB45764707317F69
5/14/2025 13:21:56,@darthcharlo222,Darthcharlo,Yes,Yes,Yes,"Addictive gameplay is amazing, but hard sometimes",Skins upgrade with boost,0x0a573D7BDcd337324947DB8c6B536A0206099976
5/14/2025 13:29:58,@matiasmont52496,@matimontes90,Yes,Yes,Yes,Tiene muy buena jugabilidad y es agradable a la vista y lo malo que no anda en celular,Que se pueda usar en el celular0xb2Cb7F1f1AA4Ddbb85bBaD887e0460ee69604625,0xb2Cb7F1f1AA4Ddbb85bBaD887e0460ee69604625
5/14/2025 13:33:57,RiagoAribeiro,riago_ribeiro,Yes,Yes,Yes,"I really liked The game , bring me Nice nostalgia",Others character and collabs ,0x37aFb9f9d96AD1EfEe5B35E1c85E17d668753448
5/14/2025 13:37:50,@prestigeola,Prestige-ola,Yes,Yes,Yes,Nothing ,I don't know for now,H2xWZoQQhx6Cb3jyaLshh5vw1siCF8XrU36wkafS44mp
5/14/2025 14:02:41,alexanderpall55,alexanderpall,Yes,Yes,Yes,i like the game alot not boring to play. dislike is not available on mobile but hoping soon.,UI and controls update,0x22D5C38462BdBb5051751322fC100ec841641A0B
5/14/2025 14:11:44,@abrahamseifu55,abraham1015965,Yes,Yes,Yes,Just when you log in and hear the music is fire then the whole UI is crazy. It allows you to record onchain transactions while playing is great too,Tips are the only thing I can think of,0x7c318f227cfdaC7C976C11F6198Fe7BeE833066A
5/14/2025 14:45:16,@ABDZisME1,abdzdc,Yes,Yes,Yes,"The game is fun. I really like how the game is functioned. The jump is too smooth but my score is not too high😭
no thing is bad no cap🧢",I would like to see if the dev team could add rewards when players reach particular milestone in the game like some special abilities or buffs. That would make the game more interesting💜 ,0x1615A7c5bCe3bF973566Fa8c83C3f9cC660E8beC
5/14/2025 15:20:01,@ILIR_30,ilir5056,Yes,Yes,Yes,"I like playing the game, the jumping concept is very addictive to me
What i dislike is that to revive costs 0.5 mon, i think it should be less than that amount",A reward system for users (like mon) and for real grinders as rewards can be nft or a valuable role,0x3009580c628E5d3633e9A692a5BE3AC0A94ea850
5/14/2025 16:13:53,@siskanur05,@0x54c604ca96594F9233D7B533e8c85F6614d6E5Fbcadis0871,Yes,Yes,Yes,yes,yes,0x54c604ca96594F9233D7B533e8c85F6614d6E5Fb
5/14/2025 16:37:35,@uzu1060575,emilkan1986_49364,Yes,Yes,Yes,In this game is to few funcionality,"new characters, new funcionality",0xAC02a613C816d53e97331ec8E6c11eC787199A7d
5/14/2025 16:57:17,balerion2025,balerion2025,Yes,Yes,Yes,"I like the fast-paced gameplay and the creative level design. I don’t really dislike anything, but sometimes it can feel a bit too short.",I’d love to see multiplayer mode or leaderboard features.,0xd55a1CA7d9843c6c507A1D5521cEcF865eF2b02B
5/14/2025 19:40:53,@AnonAlchemist9,ethereal9.,Yes,Yes,Yes,"I love the ace that is has this simplicity aspect to it but at the same time it is very challanging and addicting in a good way, kind of like a exercise for the Mind. ","I would love to see some graphical enhancements, the game itself works great and you know what they say, dont change something that works great. But yeah a few graphical enhancements will always keep the game fresh and people wanting to come back. Also new types of obstacles might also be interesting to see. ",0x462aF030a04be0e613008F94450Cb6386CB27C85
5/15/2025 0:19:48,Smokey20132011,Mommyb,Yes,Yes,Yes,I hate the montsers,Different song ,0x222930dE632d91f63FE53B5a905B0B94F53F3325
5/15/2025 2:16:41,MMontelime,Montelime94,Yes,Yes,Yes,"I like the fact that there is a leaderboard and a reward system for it, I like that monsters appear at random, which makes the game more difficult, that you can shoot them and jump on clouds, the monad platform is definitely a like.","I would like to see new character skins, different boosts on the marketplace, new monsters and various obstacles that would make the game even more difficult. In the future, I would like to see PVP battles, (this is possible due to the division of the screen into 2 parts, on the left I am the opponent on the right, and who will get to a certain point faster, or who
will fall first)",0x236571b74F24F6609A5d806B31238Ea7d2c7633b
5/15/2025 5:15:31,@jamalkCryptoo,Jack8104,Yes,Yes,Yes,"I liked everything about the game, it's so fun to play, gg to you guys for making this fun to play game. There is nothing to dislike tbh. It's runs so smooth on my mobile as well as on PC","If I would suggest to add one feature then I suggest metaverse integration, I mean I can see it's a long term project so it can boost the entire picture of Jumpnads platform, see how cool it would be when a user can jump and jumping around his own irl streets or cities hahaha ",0x803eba62624ec204b485ced7b9f5689a3cc52824
5/15/2025 5:26:56,@uzu1060575,emilkan1986_49364,Yes,Yes,Yes,To few funcionality,more tasks in game,0x1fab65e01e5b2a97e6bb5ac99bca3cd7ce14317f
5/15/2025 7:58:53,@julieth_obregon,Alnitak34 ,Yes,Yes,Yes,I like the easy interfaz for users . Maybe we can have different background ,I want to see marketplace costumizar my avatar. Boost power,0x09748D883D8feAD17Bf6baCd7078a9659E66aa0B 
5/12/2025 18:44:40,gui_muller89,syphoon_,Yes,No,Yes,,,0xC20bcdE34B862a7428b245FF1099a47B2675625a
